img,path_contorno,path_origin,is_good
096.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\096.JPEG,..\data_EP2/augmentedDataset\logaritmo\096.JPEG,False
097.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\097.JPEG,..\data_EP2/augmentedDataset\logaritmo\097.JPEG,False
098.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\098.JPEG,..\data_EP2/augmentedDataset\logaritmo\098.JPEG,False
099.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\099.JPEG,..\data_EP2/augmentedDataset\logaritmo\099.JPEG,False
100.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\100.JPEG,..\data_EP2/augmentedDataset\logaritmo\100.JPEG,False
101.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\101.JPEG,..\data_EP2/augmentedDataset\logaritmo\101.JPEG,False
102.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\102.JPEG,..\data_EP2/augmentedDataset\logaritmo\102.JPEG,False
103.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\103.JPEG,..\data_EP2/augmentedDataset\logaritmo\103.JPEG,True
104.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\104.JPEG,..\data_EP2/augmentedDataset\logaritmo\104.JPEG,False
105.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\105.JPEG,..\data_EP2/augmentedDataset\logaritmo\105.JPEG,False
106.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\106.JPEG,..\data_EP2/augmentedDataset\logaritmo\106.JPEG,False
107.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\107.JPEG,..\data_EP2/augmentedDataset\logaritmo\107.JPEG,False
108.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\108.JPEG,..\data_EP2/augmentedDataset\logaritmo\108.JPEG,False
109.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\109.JPEG,..\data_EP2/augmentedDataset\logaritmo\109.JPEG,False
001.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\001.JPEG,..\data_EP2/augmentedDataset\media\001.jpeg,True
002.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\002.JPEG,..\data_EP2/augmentedDataset\media\002.jpeg,False
003.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\003.JPEG,..\data_EP2/augmentedDataset\media\003.jpeg,False
004.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\004.JPEG,..\data_EP2/augmentedDataset\media\004.jpeg,False
005.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\005.JPEG,..\data_EP2/augmentedDataset\media\005.jpeg,False
006.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\006.JPEG,..\data_EP2/augmentedDataset\media\006.jpeg,False
007.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\007.JPEG,..\data_EP2/augmentedDataset\media\007.jpeg,True
008.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\008.JPEG,..\data_EP2/augmentedDataset\media\008.jpeg,False
009.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\009.JPEG,..\data_EP2/augmentedDataset\media\009.jpeg,False
010.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\010.JPEG,..\data_EP2/augmentedDataset\media\010.jpeg,False
011.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\011.JPEG,..\data_EP2/augmentedDataset\media\011.jpeg,False
012.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\012.JPEG,..\data_EP2/augmentedDataset\media\012.jpeg,False
013.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\013.JPEG,..\data_EP2/augmentedDataset\media\013.jpeg,False
014.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\014.JPEG,..\data_EP2/augmentedDataset\media\014.jpeg,False
015.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\015.JPEG,..\data_EP2/augmentedDataset\media\015.jpeg,True
016.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\016.JPEG,..\data_EP2/augmentedDataset\media\016.jpeg,False
017.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\017.JPEG,..\data_EP2/augmentedDataset\media\017.jpeg,True
018.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\018.JPEG,..\data_EP2/augmentedDataset\media\018.jpeg,False
019.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\019.JPEG,..\data_EP2/augmentedDataset\media\019.jpeg,False
020.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\020.JPEG,..\data_EP2/augmentedDataset\media\020.JPEG,True
021.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\021.JPEG,..\data_EP2/augmentedDataset\media\021.JPEG,False
022.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\022.JPEG,..\data_EP2/augmentedDataset\media\022.JPEG,False
023.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\023.JPEG,..\data_EP2/augmentedDataset\media\023.JPEG,False
024.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\024.JPEG,..\data_EP2/augmentedDataset\media\024.JPEG,False
025.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\025.JPEG,..\data_EP2/augmentedDataset\media\025.JPEG,False
026.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\026.JPEG,..\data_EP2/augmentedDataset\media\026.JPEG,True
027.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\027.JPEG,..\data_EP2/augmentedDataset\media\027.JPEG,True
028.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\028.JPEG,..\data_EP2/augmentedDataset\media\028.JPEG,False
029.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\029.JPEG,..\data_EP2/augmentedDataset\media\029.JPEG,True
030.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\030.JPEG,..\data_EP2/augmentedDataset\media\030.JPEG,False
031.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\031.JPEG,..\data_EP2/augmentedDataset\media\031.JPEG,True
032.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\032.JPEG,..\data_EP2/augmentedDataset\media\032.JPEG,False
033.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\033.JPEG,..\data_EP2/augmentedDataset\media\033.JPEG,False
034.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\034.JPEG,..\data_EP2/augmentedDataset\media\034.JPEG,False
035.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\035.JPEG,..\data_EP2/augmentedDataset\media\035.JPEG,False
036.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\036.JPEG,..\data_EP2/augmentedDataset\media\036.JPEG,False
037.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\037.JPEG,..\data_EP2/augmentedDataset\media\037.JPEG,False
038.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\038.JPEG,..\data_EP2/augmentedDataset\media\038.JPEG,False
039.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\039.JPEG,..\data_EP2/augmentedDataset\media\039.JPEG,False
040.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\040.JPEG,..\data_EP2/augmentedDataset\media\040.JPEG,True
041.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\041.JPEG,..\data_EP2/augmentedDataset\media\041.JPEG,True
042.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\042.JPEG,..\data_EP2/augmentedDataset\media\042.JPEG,False
043.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\043.JPEG,..\data_EP2/augmentedDataset\media\043.JPEG,True
044.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\044.JPEG,..\data_EP2/augmentedDataset\media\044.JPEG,True
045.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\045.JPEG,..\data_EP2/augmentedDataset\media\045.JPEG,False
046.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\046.JPEG,..\data_EP2/augmentedDataset\media\046.JPEG,False
047.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\047.JPEG,..\data_EP2/augmentedDataset\media\047.JPEG,False
048.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\048.JPEG,..\data_EP2/augmentedDataset\media\048.JPEG,False
049.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\049.JPEG,..\data_EP2/augmentedDataset\media\049.JPEG,False
050.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\050.JPEG,..\data_EP2/augmentedDataset\media\050.JPEG,True
051.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\051.JPEG,..\data_EP2/augmentedDataset\media\051.JPEG,False
052.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\052.JPEG,..\data_EP2/augmentedDataset\media\052.JPEG,True
053.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\053.JPEG,..\data_EP2/augmentedDataset\media\053.JPEG,False
054.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\054.JPEG,..\data_EP2/augmentedDataset\media\054.JPEG,False
055.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\055.JPEG,..\data_EP2/augmentedDataset\media\055.JPEG,True
056.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\056.JPEG,..\data_EP2/augmentedDataset\media\056.JPEG,True
057.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\057.JPEG,..\data_EP2/augmentedDataset\media\057.JPEG,False
058.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\058.JPEG,..\data_EP2/augmentedDataset\media\058.JPEG,True
059.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\059.JPEG,..\data_EP2/augmentedDataset\media\059.JPEG,True
060.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\060.JPEG,..\data_EP2/augmentedDataset\media\060.jpeg,False
061.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\061.JPEG,..\data_EP2/augmentedDataset\media\061.jpeg,False
062.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\062.JPEG,..\data_EP2/augmentedDataset\media\062.jpeg,False
063.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\063.JPEG,..\data_EP2/augmentedDataset\media\063.JPEG,False
064.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\064.JPEG,..\data_EP2/augmentedDataset\media\064.JPEG,False
065.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\065.JPEG,..\data_EP2/augmentedDataset\media\065.JPEG,True
066.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\066.JPEG,..\data_EP2/augmentedDataset\media\066.JPEG,False
067.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\067.JPEG,..\data_EP2/augmentedDataset\media\067.JPEG,True
068.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\068.JPEG,..\data_EP2/augmentedDataset\media\068.JPEG,True
069.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\069.JPEG,..\data_EP2/augmentedDataset\media\069.JPEG,False
070.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\070.JPEG,..\data_EP2/augmentedDataset\media\070.JPEG,False
071.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\071.JPEG,..\data_EP2/augmentedDataset\media\071.JPEG,False
072.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\072.JPEG,..\data_EP2/augmentedDataset\media\072.JPEG,False
073.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\073.JPEG,..\data_EP2/augmentedDataset\media\073.JPEG,False
074.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\074.JPEG,..\data_EP2/augmentedDataset\media\074.JPEG,True
075.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\075.JPEG,..\data_EP2/augmentedDataset\media\075.JPEG,True
076.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\076.JPEG,..\data_EP2/augmentedDataset\media\076.JPEG,True
077.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\077.JPEG,..\data_EP2/augmentedDataset\media\077.JPEG,False
078.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\078.JPEG,..\data_EP2/augmentedDataset\media\078.JPEG,False
079.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\079.JPEG,..\data_EP2/augmentedDataset\media\079.JPEG,True
080.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\080.JPEG,..\data_EP2/augmentedDataset\media\080.JPEG,True
081.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\081.JPEG,..\data_EP2/augmentedDataset\media\081.JPEG,True
082.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\082.JPEG,..\data_EP2/augmentedDataset\media\082.JPEG,True
083.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\083.JPEG,..\data_EP2/augmentedDataset\media\083.JPEG,False
084.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\084.JPEG,..\data_EP2/augmentedDataset\media\084.JPEG,True
085.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\085.JPEG,..\data_EP2/augmentedDataset\media\085.JPEG,True
086.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\086.JPEG,..\data_EP2/augmentedDataset\media\086.jpeg,False
087.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\087.JPEG,..\data_EP2/augmentedDataset\media\087.jpeg,False
088.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\088.JPEG,..\data_EP2/augmentedDataset\media\088.jpeg,False
089.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\089.JPEG,..\data_EP2/augmentedDataset\media\089.jpeg,False
090.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\090.JPEG,..\data_EP2/augmentedDataset\media\090.jpeg,False
091.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\091.JPEG,..\data_EP2/augmentedDataset\media\091.JPEG,False
092.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\092.JPEG,..\data_EP2/augmentedDataset\media\092.JPEG,False
093.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\093.JPEG,..\data_EP2/augmentedDataset\media\093.JPEG,False
094.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\094.JPEG,..\data_EP2/augmentedDataset\media\094.JPEG,False
095.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\095.JPEG,..\data_EP2/augmentedDataset\media\095.JPEG,False
096.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\096.JPEG,..\data_EP2/augmentedDataset\media\096.JPEG,False
097.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\097.JPEG,..\data_EP2/augmentedDataset\media\097.JPEG,False
098.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\098.JPEG,..\data_EP2/augmentedDataset\media\098.JPEG,False
099.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\099.JPEG,..\data_EP2/augmentedDataset\media\099.JPEG,False
100.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\100.JPEG,..\data_EP2/augmentedDataset\media\100.JPEG,False
101.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\101.JPEG,..\data_EP2/augmentedDataset\media\101.JPEG,False
102.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\102.JPEG,..\data_EP2/augmentedDataset\media\102.JPEG,False
103.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\103.JPEG,..\data_EP2/augmentedDataset\media\103.JPEG,False
104.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\104.JPEG,..\data_EP2/augmentedDataset\media\104.JPEG,False
105.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\105.JPEG,..\data_EP2/augmentedDataset\media\105.JPEG,False
106.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\106.JPEG,..\data_EP2/augmentedDataset\media\106.JPEG,True
107.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\107.JPEG,..\data_EP2/augmentedDataset\media\107.JPEG,False
108.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\108.JPEG,..\data_EP2/augmentedDataset\media\108.JPEG,False
109.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\media\gaussian_canny\109.JPEG,..\data_EP2/augmentedDataset\media\109.JPEG,False
001.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\001.JPEG,..\data_EP2/augmentedDataset\stretching\001.jpeg,False
002.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\002.JPEG,..\data_EP2/augmentedDataset\stretching\002.jpeg,False
003.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\003.JPEG,..\data_EP2/augmentedDataset\stretching\003.jpeg,False
004.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\004.JPEG,..\data_EP2/augmentedDataset\stretching\004.jpeg,False
005.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\005.JPEG,..\data_EP2/augmentedDataset\stretching\005.jpeg,False
006.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\006.JPEG,..\data_EP2/augmentedDataset\stretching\006.jpeg,True
007.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\007.JPEG,..\data_EP2/augmentedDataset\stretching\007.jpeg,True
008.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\008.JPEG,..\data_EP2/augmentedDataset\stretching\008.jpeg,False
009.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\009.JPEG,..\data_EP2/augmentedDataset\stretching\009.jpeg,False
010.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\010.JPEG,..\data_EP2/augmentedDataset\stretching\010.jpeg,False
011.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\011.JPEG,..\data_EP2/augmentedDataset\stretching\011.jpeg,True
012.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\012.JPEG,..\data_EP2/augmentedDataset\stretching\012.jpeg,False
013.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\013.JPEG,..\data_EP2/augmentedDataset\stretching\013.jpeg,False
014.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\014.JPEG,..\data_EP2/augmentedDataset\stretching\014.jpeg,False
015.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\015.JPEG,..\data_EP2/augmentedDataset\stretching\015.jpeg,False
016.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\016.JPEG,..\data_EP2/augmentedDataset\stretching\016.jpeg,False
017.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\017.JPEG,..\data_EP2/augmentedDataset\stretching\017.jpeg,True
018.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\018.JPEG,..\data_EP2/augmentedDataset\stretching\018.jpeg,True
019.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\019.JPEG,..\data_EP2/augmentedDataset\stretching\019.jpeg,False
020.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\020.JPEG,..\data_EP2/augmentedDataset\stretching\020.JPEG,True
021.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\021.JPEG,..\data_EP2/augmentedDataset\stretching\021.JPEG,False
022.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\022.JPEG,..\data_EP2/augmentedDataset\stretching\022.JPEG,True
023.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\023.JPEG,..\data_EP2/augmentedDataset\stretching\023.JPEG,False
024.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\024.JPEG,..\data_EP2/augmentedDataset\stretching\024.JPEG,False
025.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\025.JPEG,..\data_EP2/augmentedDataset\stretching\025.JPEG,True
026.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\026.JPEG,..\data_EP2/augmentedDataset\stretching\026.JPEG,True
027.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\027.JPEG,..\data_EP2/augmentedDataset\stretching\027.JPEG,True
028.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\028.JPEG,..\data_EP2/augmentedDataset\stretching\028.JPEG,False
029.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\029.JPEG,..\data_EP2/augmentedDataset\stretching\029.JPEG,False
030.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\030.JPEG,..\data_EP2/augmentedDataset\stretching\030.JPEG,True
031.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\031.JPEG,..\data_EP2/augmentedDataset\stretching\031.JPEG,True
032.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\032.JPEG,..\data_EP2/augmentedDataset\stretching\032.JPEG,True
033.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\033.JPEG,..\data_EP2/augmentedDataset\stretching\033.JPEG,False
034.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\034.JPEG,..\data_EP2/augmentedDataset\stretching\034.JPEG,False
035.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\035.JPEG,..\data_EP2/augmentedDataset\stretching\035.JPEG,False
036.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\036.JPEG,..\data_EP2/augmentedDataset\stretching\036.JPEG,False
037.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\037.JPEG,..\data_EP2/augmentedDataset\stretching\037.JPEG,True
038.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\038.JPEG,..\data_EP2/augmentedDataset\stretching\038.JPEG,False
039.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\039.JPEG,..\data_EP2/augmentedDataset\stretching\039.JPEG,True
040.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\040.JPEG,..\data_EP2/augmentedDataset\stretching\040.JPEG,False
041.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\041.JPEG,..\data_EP2/augmentedDataset\stretching\041.JPEG,False
042.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\042.JPEG,..\data_EP2/augmentedDataset\stretching\042.JPEG,False
043.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\043.JPEG,..\data_EP2/augmentedDataset\stretching\043.JPEG,True
044.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\044.JPEG,..\data_EP2/augmentedDataset\stretching\044.JPEG,True
045.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\045.JPEG,..\data_EP2/augmentedDataset\stretching\045.JPEG,False
046.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\046.JPEG,..\data_EP2/augmentedDataset\stretching\046.JPEG,False
047.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\047.JPEG,..\data_EP2/augmentedDataset\stretching\047.JPEG,True
048.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\048.JPEG,..\data_EP2/augmentedDataset\stretching\048.JPEG,False
049.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\049.JPEG,..\data_EP2/augmentedDataset\stretching\049.JPEG,True
050.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\050.JPEG,..\data_EP2/augmentedDataset\stretching\050.JPEG,True
051.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\051.JPEG,..\data_EP2/augmentedDataset\stretching\051.JPEG,False
052.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\052.JPEG,..\data_EP2/augmentedDataset\stretching\052.JPEG,False
053.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\053.JPEG,..\data_EP2/augmentedDataset\stretching\053.JPEG,False
054.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\054.JPEG,..\data_EP2/augmentedDataset\stretching\054.JPEG,False
055.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\055.JPEG,..\data_EP2/augmentedDataset\stretching\055.JPEG,False
056.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\056.JPEG,..\data_EP2/augmentedDataset\stretching\056.JPEG,False
057.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\057.JPEG,..\data_EP2/augmentedDataset\stretching\057.JPEG,False
058.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\stretching\gaussian_canny\058.JPEG,..\data_EP2/augmentedDataset\stretching\058.JPEG,False
